Project,Year,Date,Site,Treatment,PlotID,Individual_nr,ID,Functional_group,Taxon,Trait,Value,Elevation_m,Latitude_N,Longitude_E
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALL4530,vascular,cassiope tetragona,Wet_Mass_g,0.002964516129032258,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALL4530,vascular,cassiope tetragona,Dry_Mass_g,0.0016774193548387095,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALL4530,vascular,cassiope tetragona,Leaf_Thickness_mm,0.30966666666666665,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALL4530,vascular,cassiope tetragona,Leaf_Area_cm2,0.08806451612903225,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALL4530,vascular,cassiope tetragona,SLA_cm2_g,52.5,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALL4530,vascular,cassiope tetragona,LDMC,0.5658324265505984,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALL4530,vascular,cassiope tetragona,C_percent,50.00286178108851,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALL4530,vascular,cassiope tetragona,N_percent,1.2320904041272622,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALL4530,vascular,cassiope tetragona,CN_ratio,40.5837604234143,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALL4530,vascular,cassiope tetragona,dN15_permil,-4.990517864227301,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALL4530,vascular,cassiope tetragona,dC13_permil,-29.9035491943359,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALL4530,vascular,cassiope tetragona,P_percent,0.06522261848761506,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALL4530,vascular,cassiope tetragona,NP_ratio,18.89053878389167,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALM0463,vascular,alopecurus ovatus,Plant_Height_cm,14,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALM0463,vascular,alopecurus ovatus,Wet_Mass_g,0.0546,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALM0463,vascular,alopecurus ovatus,Dry_Mass_g,0.017666666666666667,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALM0463,vascular,alopecurus ovatus,Leaf_Thickness_mm,0.313,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALM0463,vascular,alopecurus ovatus,Leaf_Area_cm2,2.220666666666667,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALM0463,vascular,alopecurus ovatus,SLA_cm2_g,125.69811320754717,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALM0463,vascular,alopecurus ovatus,LDMC,0.3235653235653236,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALM0463,vascular,alopecurus ovatus,C_percent,43.30762183420673,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALM0463,vascular,alopecurus ovatus,N_percent,2.6444678388398835,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALM0463,vascular,alopecurus ovatus,CN_ratio,16.3766869077166,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALM0463,vascular,alopecurus ovatus,dN15_permil,-1.30682701587677,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALM0463,vascular,alopecurus ovatus,dC13_permil,-28.4128494262695,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALM0463,vascular,alopecurus ovatus,P_percent,0.12967575668044842,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-5,1,ALM0463,vascular,alopecurus ovatus,NP_ratio,20.39292390910411,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,4,ALN2265,vascular,bistorta vivipara,Plant_Height_cm,1.9,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,4,ALN2265,vascular,bistorta vivipara,Wet_Mass_g,0.02955,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,4,ALN2265,vascular,bistorta vivipara,Dry_Mass_g,0.0065,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,4,ALN2265,vascular,bistorta vivipara,Leaf_Thickness_mm,0.24933333333333332,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,4,ALN2265,vascular,bistorta vivipara,Leaf_Area_cm2,1.0965,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,4,ALN2265,vascular,bistorta vivipara,SLA_cm2_g,168.6923076923077,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,4,ALN2265,vascular,bistorta vivipara,LDMC,0.21996615905245345,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,4,ALN2265,vascular,bistorta vivipara,C_percent,40.5445852475547,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,4,ALN2265,vascular,bistorta vivipara,N_percent,2.179697966956498,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,4,ALN2265,vascular,bistorta vivipara,CN_ratio,18.601010719006595,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,4,ALN2265,vascular,bistorta vivipara,dN15_permil,-4.163864040374761,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,4,ALN2265,vascular,bistorta vivipara,dC13_permil,-30.5210414123535,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,4,ALN2265,vascular,bistorta vivipara,P_percent,0.1461281406375381,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,4,ALN2265,vascular,bistorta vivipara,NP_ratio,14.916346416554395,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-2,1,ALO7062,vascular,luzula nivalis,Plant_Height_cm,3,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-2,1,ALO7062,vascular,luzula nivalis,Wet_Mass_g,0.008366666666666666,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-2,1,ALO7062,vascular,luzula nivalis,Dry_Mass_g,0.0023333333333333335,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-2,1,ALO7062,vascular,luzula nivalis,Leaf_Thickness_mm,0.197,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-2,1,ALO7062,vascular,luzula nivalis,Leaf_Area_cm2,0.48233333333333334,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-2,1,ALO7062,vascular,luzula nivalis,SLA_cm2_g,206.7142857142857,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-2,1,ALO7062,vascular,luzula nivalis,LDMC,0.27888446215139445,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,3,ALP4463,vascular,trisetum spicatum,Plant_Height_cm,3.2,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,3,ALP4463,vascular,trisetum spicatum,Wet_Mass_g,0.016,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,3,ALP4463,vascular,trisetum spicatum,Dry_Mass_g,0.009333333333333334,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,3,ALP4463,vascular,trisetum spicatum,Leaf_Thickness_mm,0.17800000000000002,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,3,ALP4463,vascular,trisetum spicatum,Leaf_Area_cm2,0.9876666666666667,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,3,ALP4463,vascular,trisetum spicatum,SLA_cm2_g,105.82142857142857,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,3,ALP4463,vascular,trisetum spicatum,LDMC,0.5833333333333334,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,3,ALP4463,vascular,trisetum spicatum,C_percent,42.63659100828869,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,3,ALP4463,vascular,trisetum spicatum,N_percent,2.0119799173395996,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,3,ALP4463,vascular,trisetum spicatum,CN_ratio,21.191360132792077,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,3,ALP4463,vascular,trisetum spicatum,dN15_permil,-2.26322702407837,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,3,ALP4463,vascular,trisetum spicatum,dC13_permil,-30.7669404602051,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,3,ALP4463,vascular,trisetum spicatum,P_percent,0.17930274577213692,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,3,ALP4463,vascular,trisetum spicatum,NP_ratio,11.22113277560446,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,1,ALQ5570,vascular,salix polaris,Plant_Height_cm,3,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,1,ALQ5570,vascular,salix polaris,Wet_Mass_g,0.013033333333333334,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,1,ALQ5570,vascular,salix polaris,Dry_Mass_g,0.0033333333333333335,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,1,ALQ5570,vascular,salix polaris,Leaf_Thickness_mm,0.284,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,1,ALQ5570,vascular,salix polaris,Leaf_Area_cm2,0.5936666666666667,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,1,ALQ5570,vascular,salix polaris,SLA_cm2_g,178.1,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,1,ALQ5570,vascular,salix polaris,LDMC,0.2557544757033248,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,1,ALQ5570,vascular,salix polaris,C_percent,48.170519592953426,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,1,ALQ5570,vascular,salix polaris,N_percent,2.8024456978826926,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,1,ALQ5570,vascular,salix polaris,CN_ratio,17.188743257129754,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,1,ALQ5570,vascular,salix polaris,dN15_permil,-0.630601308345795,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,1,ALQ5570,vascular,salix polaris,dC13_permil,-30.4429602813721,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,1,ALQ5570,vascular,salix polaris,P_percent,0.14930383222116816,NA,NA,NA
ITEX,2018,2018-07-19,CH,CTL,CH-9,1,ALQ5570,vascular,salix polaris,NP_ratio,18.770085510808237,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALR2944,vascular,equisetum scirpoides,Plant_Height_cm,2,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALR2944,vascular,equisetum scirpoides,Wet_Mass_g,0.0461,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALR2944,vascular,equisetum scirpoides,Dry_Mass_g,0.028,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALR2944,vascular,equisetum scirpoides,Leaf_Thickness_mm,0.37033333333333335,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALR2944,vascular,equisetum scirpoides,Leaf_Area_cm2,1.279,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALR2944,vascular,equisetum scirpoides,SLA_cm2_g,45.67857142857142,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALR2944,vascular,equisetum scirpoides,LDMC,0.6073752711496746,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALR2944,vascular,equisetum scirpoides,C_percent,37.48433466824442,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALR2944,vascular,equisetum scirpoides,N_percent,1.7159896715883673,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALR2944,vascular,equisetum scirpoides,CN_ratio,21.844149349423468,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALR2944,vascular,equisetum scirpoides,dN15_permil,1.5547933197021502,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALR2944,vascular,equisetum scirpoides,dC13_permil,-27.793666229248,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALR2944,vascular,equisetum scirpoides,P_percent,0.11668439742763184,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALR2944,vascular,equisetum scirpoides,NP_ratio,14.706247873908175,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,1,ALS2751,vascular,equisetum scirpoides,Plant_Height_cm,1,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,1,ALS2751,vascular,equisetum scirpoides,Wet_Mass_g,0.0241,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,1,ALS2751,vascular,equisetum scirpoides,Dry_Mass_g,0.019,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,1,ALS2751,vascular,equisetum scirpoides,Leaf_Thickness_mm,0.309,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,1,ALS2751,vascular,equisetum scirpoides,Leaf_Area_cm2,0.697,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,1,ALS2751,vascular,equisetum scirpoides,SLA_cm2_g,36.68421052631579,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,1,ALS2751,vascular,equisetum scirpoides,LDMC,0.7883817427385892,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,1,ALS2751,vascular,equisetum scirpoides,C_percent,38.250066607649615,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,1,ALS2751,vascular,equisetum scirpoides,N_percent,2.0585836309911922,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,1,ALS2751,vascular,equisetum scirpoides,CN_ratio,18.580768850878552,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,1,ALS2751,vascular,equisetum scirpoides,dN15_permil,0.805806211233139,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,1,ALS2751,vascular,equisetum scirpoides,dC13_permil,-25.3655885314941,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALT7243,vascular,salix polaris,Plant_Height_cm,3,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALT7243,vascular,salix polaris,Wet_Mass_g,0.04176666666666667,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALT7243,vascular,salix polaris,Dry_Mass_g,0.014666666666666666,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALT7243,vascular,salix polaris,Leaf_Thickness_mm,0.2633333333333333,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALT7243,vascular,salix polaris,Leaf_Area_cm2,1.6979999999999997,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALT7243,vascular,salix polaris,SLA_cm2_g,115.77272727272725,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALT7243,vascular,salix polaris,LDMC,0.35115722266560256,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALT7243,vascular,salix polaris,C_percent,49.00522575054416,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALT7243,vascular,salix polaris,N_percent,3.0809294153778093,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALT7243,vascular,salix polaris,CN_ratio,15.905987818463128,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALT7243,vascular,salix polaris,dN15_permil,-4.50560483932495,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALT7243,vascular,salix polaris,dC13_permil,-30.090911254882798,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALT7243,vascular,salix polaris,P_percent,0.13190589512337852,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,3,ALT7243,vascular,salix polaris,NP_ratio,23.35702595017496,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-2,3,ALU5049,vascular,silene acaulis,Plant_Height_cm,0.5,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-2,3,ALU5049,vascular,silene acaulis,Leaf_Thickness_mm,0.2506666666666667,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,3,ALV0587,vascular,bistorta vivipara,Plant_Height_cm,3.5,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,3,ALV0587,vascular,bistorta vivipara,Wet_Mass_g,0.057466666666666666,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,3,ALV0587,vascular,bistorta vivipara,Dry_Mass_g,0.010333333333333333,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,3,ALV0587,vascular,bistorta vivipara,Leaf_Thickness_mm,0.4046666666666667,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,3,ALV0587,vascular,bistorta vivipara,Leaf_Area_cm2,1.79,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,3,ALV0587,vascular,bistorta vivipara,SLA_cm2_g,173.2258064516129,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,3,ALV0587,vascular,bistorta vivipara,LDMC,0.17981438515081208,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,3,ALV0587,vascular,bistorta vivipara,C_percent,43.02,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,3,ALV0587,vascular,bistorta vivipara,N_percent,2.37,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,3,ALV0587,vascular,bistorta vivipara,CN_ratio,18.151898734177216,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,3,ALV0587,vascular,bistorta vivipara,dN15_permil,-6.46352577209473,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,3,ALV0587,vascular,bistorta vivipara,dC13_permil,-31.6356546020508,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,3,ALV0587,vascular,bistorta vivipara,P_percent,0.09018242520372204,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,3,ALV0587,vascular,bistorta vivipara,NP_ratio,26.280065042009813,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,1,AQJ1715,vascular,silene acaulis,Plant_Height_cm,1,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,1,AQJ1715,vascular,silene acaulis,Wet_Mass_g,0.001512,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,1,AQJ1715,vascular,silene acaulis,Dry_Mass_g,3.2e-4,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,1,AQJ1715,vascular,silene acaulis,Leaf_Thickness_mm,0.31566666666666665,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,1,AQJ1715,vascular,silene acaulis,Leaf_Area_cm2,0.04736,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,1,AQJ1715,vascular,silene acaulis,SLA_cm2_g,147.99999999999997,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,1,AQJ1715,vascular,silene acaulis,LDMC,0.21164021164021166,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,2,AQK4848,vascular,dryas octopetala,Wet_Mass_g,0.01938,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,2,AQK4848,vascular,dryas octopetala,Dry_Mass_g,0.0082,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,2,AQK4848,vascular,dryas octopetala,Leaf_Thickness_mm,0.39666666666666667,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,2,AQK4848,vascular,dryas octopetala,Leaf_Area_cm2,0.5624,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,2,AQK4848,vascular,dryas octopetala,SLA_cm2_g,68.58536585365853,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,2,AQK4848,vascular,dryas octopetala,LDMC,0.4231166150670795,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,2,AQK4848,vascular,dryas octopetala,C_percent,45.91,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,2,AQK4848,vascular,dryas octopetala,N_percent,0.91,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,2,AQK4848,vascular,dryas octopetala,CN_ratio,50.450549450549445,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,2,AQK4848,vascular,dryas octopetala,dN15_permil,-8.20727252960205,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,2,AQK4848,vascular,dryas octopetala,dC13_permil,-32.1846429443359,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,2,AQK4848,vascular,dryas octopetala,P_percent,0.03078566826019635,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-10,2,AQK4848,vascular,dryas octopetala,NP_ratio,29.559208925036213,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-5,1,AQM2415,vascular,carex rupestris,Plant_Height_cm,3,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-5,1,AQM2415,vascular,carex rupestris,Wet_Mass_g,0.006,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-5,1,AQM2415,vascular,carex rupestris,Dry_Mass_g,0.00175,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-5,1,AQM2415,vascular,carex rupestris,Leaf_Thickness_mm,0.15233333333333332,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-5,1,AQM2415,vascular,carex rupestris,Leaf_Area_cm2,0.27575,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-5,1,AQM2415,vascular,carex rupestris,SLA_cm2_g,157.57142857142856,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-5,1,AQM2415,vascular,carex rupestris,LDMC,0.2916666666666667,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-3,4,AQN5252,vascular,equisetum scirpoides,Plant_Height_cm,1,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-3,4,AQN5252,vascular,equisetum scirpoides,Wet_Mass_g,0.1954,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-3,4,AQN5252,vascular,equisetum scirpoides,Dry_Mass_g,0.096,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-3,4,AQN5252,vascular,equisetum scirpoides,Leaf_Thickness_mm,0.26966666666666667,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-3,4,AQN5252,vascular,equisetum scirpoides,Leaf_Area_cm2,5.625,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-3,4,AQN5252,vascular,equisetum scirpoides,SLA_cm2_g,58.59375,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-3,4,AQN5252,vascular,equisetum scirpoides,LDMC,0.4912998976458547,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-3,4,AQN5252,vascular,equisetum scirpoides,C_percent,37.714959892913036,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-3,4,AQN5252,vascular,equisetum scirpoides,N_percent,0.8929113389571514,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-3,4,AQN5252,vascular,equisetum scirpoides,CN_ratio,42.23819123739774,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-3,4,AQN5252,vascular,equisetum scirpoides,dN15_permil,5.6243216896057096,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-3,4,AQN5252,vascular,equisetum scirpoides,dC13_permil,-27.6535186767578,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-3,4,AQN5252,vascular,equisetum scirpoides,P_percent,0.08419883465334918,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-3,4,AQN5252,vascular,equisetum scirpoides,NP_ratio,10.604794503787517,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,3,AQO0277,vascular,silene acaulis,Plant_Height_cm,2,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,3,AQO0277,vascular,silene acaulis,Wet_Mass_g,0.0016095238095238094,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,3,AQO0277,vascular,silene acaulis,Dry_Mass_g,3.8095238095238096e-4,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,3,AQO0277,vascular,silene acaulis,Leaf_Thickness_mm,0.18933333333333333,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,3,AQO0277,vascular,silene acaulis,Leaf_Area_cm2,0.050809523809523804,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,3,AQO0277,vascular,silene acaulis,SLA_cm2_g,133.37499999999997,NA,NA,NA
ITEX,2018,2018-07-19,DH,CTL,DH-1,3,AQO0277,vascular,silene acaulis,LDMC,0.2366863905325444,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-3,1,AQP2761,vascular,bistorta vivipara,Plant_Height_cm,4,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-3,1,AQP2761,vascular,bistorta vivipara,Leaf_Thickness_mm,0.178,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-3,1,AQP2761,vascular,bistorta vivipara,C_percent,45.923849476867254,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-3,1,AQP2761,vascular,bistorta vivipara,N_percent,2.9217629620769645,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-3,1,AQP2761,vascular,bistorta vivipara,CN_ratio,15.717855990693312,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-3,1,AQP2761,vascular,bistorta vivipara,dN15_permil,-7.992028198242189,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-3,1,AQP2761,vascular,bistorta vivipara,dC13_permil,-28.9251914215088,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-3,1,AQP2761,vascular,bistorta vivipara,P_percent,0.25726691349211245,NA,NA,NA
ITEX,2018,2018-07-19,DH,OTC,DH-3,1,AQP2761,vascular,bistorta vivipara,NP_ratio,11.356932465264496,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,1,AWI2730,vascular,bistorta vivipara,Plant_Height_cm,3,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,1,AWI2730,vascular,bistorta vivipara,Wet_Mass_g,0.0499,NA,NA,NA
ITEX,2018,2018-07-19,CH,OTC,CH-6,1,AWI2730,vascular,bistorta vivipara,Dry_Mass_g,0.012666666666666666,NA,NA,NA
